season,bowler,matches,balls_bowled,runs_conceded,wickets,dot_balls,maidens,three_wicket_hauls,four_wicket_hauls,five_wicket_hauls,economy,bowling_average,bowling_strike_rate,dot_ball_percentage,overs,best_bowling_figures
2025,DS Rathi,13,312,429,14,98,0,0,0,0,8.25,30.64,22.29,31.41,52.0,2/30
2025,E Malinga,7,160,238,13,56,0,1,0,0,8.92,18.31,12.31,35.0,26.4,3/31
2025,Fazalhaq Farooqi,5,102,210,0,25,0,0,0,0,12.35,,,24.51,17.0,0/30
2025,G Coetzee,4,72,130,2,21,0,0,0,0,10.83,65.0,36.0,29.17,12.0,1/10
2025,GJ Maxwell,6,78,110,4,28,0,0,0,0,8.46,27.5,19.5,35.9,13.0,1/5
2025,HH Pandya,14,210,338,14,67,0,1,1,1,9.66,24.14,15.0,31.9,35.0,5/36
2025,HV Patel,13,263,428,16,85,0,2,2,0,9.76,26.75,16.44,32.32,43.5,4/28
2025,Harpreet Brar,7,132,190,10,40,0,1,0,0,8.64,19.0,13.2,30.3,22.0,3/22
2025,Harsh Dubey,3,60,98,5,18,0,1,0,0,9.8,19.6,12.0,30.0,10.0,3/34
2025,Harshit Rana,13,264,448,15,105,0,1,0,0,10.18,29.87,17.6,39.77,44.0,3/25
2025,I Sharma,7,110,204,4,35,0,0,0,0,11.13,51.0,27.5,31.82,18.2,1/18
2025,Ishan Kishan,1,1,4,0,0,0,0,0,0,24.0,,,0.0,0.1,0/4
2025,J Overton,3,36,82,0,10,0,0,0,0,13.67,,,27.78,6.0,0/24
2025,JC Archer,12,273,430,11,110,1,1,0,0,9.45,39.09,24.82,40.29,45.3,3/25
2025,JD Unadkat,7,143,175,11,54,0,2,0,0,7.34,15.91,13.0,37.76,23.5,3/24
2025,JJ Bumrah,12,284,316,18,128,0,2,1,0,6.68,17.56,15.78,45.07,47.2,4/22
2025,JR Hazlewood,12,264,386,22,120,0,4,1,0,8.77,17.55,12.0,45.45,44.0,4/33
2025,K Kartikeya,4,48,78,2,16,0,0,0,0,9.75,39.0,24.0,33.33,8.0,1/21
2025,K Khejroliya,1,18,29,1,4,0,0,0,0,9.67,29.0,18.0,22.22,3.0,1/29
2025,K Rabada,4,84,161,2,24,0,0,0,0,11.5,80.5,42.0,28.57,14.0,1/40
2025,KA Jamieson,4,90,147,5,34,1,1,0,0,9.8,29.4,18.0,37.78,15.0,3/48
2025,KH Pandya,15,276,378,17,84,0,2,1,0,8.22,22.24,16.24,30.43,46.0,4/44
2025,KK Ahmed,14,280,447,15,137,0,1,0,0,9.58,29.8,18.67,48.93,46.4,3/29
2025,KT Maphaka,2,30,53,1,12,0,0,0,0,10.6,53.0,30.0,40.0,5.0,1/32
2025,KV Sharma,5,90,128,7,27,0,2,0,0,8.53,18.29,12.86,30.0,15.0,3/23
2025,Karim Janat,1,6,30,0,0,0,0,0,0,30.0,,,0.0,1.0,0/30
2025,Kuldeep Yadav,14,318,390,15,108,0,1,0,0,7.36,26.0,21.2,33.96,53.0,3/22
2025,L Ngidi,2,48,81,4,13,0,1,0,0,10.12,20.25,12.0,27.08,8.0,3/30
2025,LH Ferguson,4,68,104,5,28,0,0,0,0,9.18,20.8,13.6,41.18,11.2,2/37
2025,LS Livingstone,5,54,76,2,10,0,0,0,0,8.44,38.0,27.0,18.52,9.0,2/28
2025,M Jansen,14,283,433,16,116,0,1,0,0,9.18,27.06,17.69,40.99,47.1,3/17
2025,M Pathirana,12,251,423,13,82,0,1,0,0,10.11,32.54,19.31,32.67,41.5,3/36
2025,M Prasidh Krishna,15,354,488,25,146,0,2,1,0,8.27,19.52,14.16,41.24,59.0,4/41
2025,M Shahrukh Khan,1,6,13,1,1,0,0,0,0,13.0,13.0,6.0,16.67,1.0,1/13
2025,M Siddharth,2,42,67,2,12,0,0,0,0,9.57,33.5,21.0,28.57,7.0,2/39
2025,M Theekshana,11,252,408,11,72,0,0,0,0,9.71,37.09,22.91,28.57,42.0,2/26
2025,M Tiwari,1,6,14,0,0,0,0,0,0,14.0,,,0.0,1.0,0/14
2025,MA Starc,11,233,400,14,91,0,3,1,1,10.3,28.57,16.64,39.06,38.5,5/35
2025,MJ Santner,13,237,313,10,79,0,1,0,0,7.92,31.3,23.7,33.33,39.3,3/11
2025,MM Ali,5,96,136,6,29,1,0,0,0,8.5,22.67,16.0,30.21,16.0,2/23
2025,MM Sharma,8,150,257,2,33,0,0,0,0,10.28,128.5,75.0,22.0,25.0,1/10
2025,MP Stoinis,9,85,175,1,22,0,0,0,0,12.35,175.0,85.0,25.88,14.1,1/14
2025,MP Yadav,2,48,99,2,18,0,0,0,0,12.38,49.5,24.0,37.5,8.0,2/39
2025,Mohammed Shami,9,180,337,6,60,0,0,0,0,11.23,56.17,30.0,33.33,30.0,2/28
2025,Mohammed Siraj,15,342,524,16,151,0,2,1,0,9.19,32.75,21.38,44.15,57.0,4/17
2025,Mujeeb Ur Rahman,1,12,28,1,4,0,0,0,0,14.0,28.0,12.0,33.33,2.0,1/28
2025,Mukesh Choudhary,2,36,71,1,11,0,0,0,0,11.83,71.0,36.0,30.56,6.0,1/21
2025,Mukesh Kumar,12,237,407,12,82,1,1,1,0,10.3,33.92,19.75,34.6,39.3,4/33
2025,Musheer Khan,1,12,27,1,1,0,0,0,0,13.5,27.0,12.0,8.33,2.0,1/27
2025,Mustafizur Rahman,3,66,87,4,23,0,1,0,0,7.91,21.75,16.5,34.85,11.0,3/33
2025,N Rana,2,12,18,0,0,0,0,0,0,9.0,,,0.0,2.0,0/9
2025,N Thushara,1,24,26,1,10,0,0,0,0,6.5,26.0,24.0,41.67,4.0,1/26
2025,N Wadhera,1,5,9,0,1,0,0,0,0,10.8,,,20.0,0.5,0/9
2025,NT Ellis,1,24,38,1,6,0,0,0,0,9.5,38.0,24.0,25.0,4.0,1/38
2025,Naman Dhir,2,24,21,0,8,0,0,0,0,5.25,,,33.33,4.0,0/9
2025,Nithish Kumar Reddy,3,30,47,2,9,0,0,0,0,9.4,23.5,15.0,30.0,5.0,1/13
2025,Noor Ahmad,14,300,408,24,107,0,4,2,0,8.16,17.0,12.5,35.67,50.0,4/18
2025,P Dubey,1,12,20,1,4,0,0,0,0,10.0,20.0,12.0,33.33,2.0,1/20
2025,PHKD Mendis,4,42,60,2,11,0,0,0,0,8.57,30.0,21.0,26.19,7.0,1/4
2025,PJ Cummins,14,298,450,16,118,0,3,0,0,9.06,28.12,18.62,39.6,49.4,3/19
2025,PVD Chameera,6,102,197,4,24,0,0,0,0,11.59,49.25,25.5,23.53,17.0,1/24
2025,PVSN Raju,2,24,53,1,4,0,0,0,0,13.25,53.0,24.0,16.67,4.0,1/40
2025,PWA Mulder,1,6,16,0,1,0,0,0,0,16.0,,,16.67,1.0,0/16
2025,PWH de Silva,11,246,371,11,67,0,1,1,0,9.05,33.73,22.36,27.24,41.0,4/35
2025,Prince Yadav,6,137,224,3,43,0,0,0,0,9.81,74.67,45.67,31.39,22.5,1/28
2025,R Ashwin,9,186,283,7,57,0,0,0,0,9.13,40.43,26.57,30.65,31.0,2/41
2025,R Parag,9,120,169,3,30,0,0,0,0,8.45,56.33,40.0,25.0,20.0,1/12
2025,R Sai Kishore,15,255,393,19,77,0,1,0,0,9.25,20.68,13.42,30.2,42.3,3/30
2025,R Shepherd,7,84,151,6,27,0,0,0,0,10.79,25.17,14.0,32.14,14.0,2/14
2025,RA Jadeja,14,227,324,10,77,0,0,0,0,8.56,32.4,22.7,33.92,37.5,2/17
2025,RD Chahar,1,6,9,0,2,0,0,0,0,9.0,,,33.33,1.0,0/9
2025,RJ Gleeson,1,21,39,1,5,0,0,0,0,11.14,39.0,21.0,23.81,3.3,1/39
2025,RJW Topley,1,18,40,0,6,0,0,0,0,13.33,,,33.33,3.0,0/40
2025,Rashid Khan,15,330,514,9,94,0,0,0,0,9.35,57.11,36.67,28.48,55.0,2/25
2025,Rasikh Salam,2,36,70,1,14,0,0,0,0,11.67,70.0,36.0,38.89,6.0,1/35
2025,Ravi Bishnoi,11,222,401,9,68,0,0,0,0,10.84,44.56,24.67,30.63,37.0,2/18
2025,S Dube,1,12,33,0,1,0,0,0,0,16.5,,,8.33,2.0,0/33
2025,SH Johnson,4,68,132,1,26,0,0,0,0,11.65,132.0,68.0,38.24,11.2,1/41
2025,SM Curran,5,72,133,1,18,0,0,0,0,11.08,133.0,72.0,25.0,12.0,1/34
2025,SN Thakur,10,204,368,13,61,0,1,1,0,10.82,28.31,15.69,29.9,34.0,4/33
2025,SP Narine,12,270,351,12,89,0,2,0,0,7.8,29.25,22.5,32.96,45.0,3/13
2025,Sandeep Sharma,10,223,372,9,54,0,0,0,0,10.01,41.33,24.78,24.22,37.1,2/21
2025,Shahbaz Ahmed,3,51,102,1,11,0,0,0,0,12.0,102.0,51.0,21.57,8.3,1/41
2025,Shashank Singh,1,12,27,0,3,0,0,0,0,13.5,,,25.0,2.0,0/27
2025,Simarjeet Singh,4,60,141,2,22,0,0,0,0,14.1,70.5,30.0,36.67,10.0,2/46
2025,Suryansh Shedge,1,18,40,0,1,0,0,0,0,13.33,,,5.56,3.0,0/40
2025,Suyash Sharma,14,300,442,8,102,0,1,0,0,8.84,55.25,37.5,34.0,50.0,3/17
2025,T Natarajan,2,25,53,1,5,0,0,0,0,12.72,53.0,25.0,20.0,4.1,1/4
2025,T Stubbs,2,12,40,0,3,0,0,0,0,20.0,,,25.0,2.0,0/12
2025,TA Boult,16,346,517,22,127,0,3,1,0,8.97,23.5,15.73,36.71,57.4,4/26
2025,TU Deshpande,10,192,339,9,59,0,1,0,0,10.59,37.67,21.33,30.73,32.0,3/43
2025,V Nigam,13,234,356,11,74,0,0,0,0,9.13,32.36,21.27,31.62,39.0,2/18
2025,V Puthur,5,72,109,6,24,0,1,0,0,9.08,18.17,12.0,33.33,12.0,3/32
2025,VG Arora,12,255,428,17,94,1,2,0,0,10.07,25.18,15.0,36.86,42.3,3/29
2025,Vijaykumar Vyshak,5,102,180,4,31,0,0,0,0,10.59,45.0,25.5,30.39,17.0,2/44
2025,W O'Rourke,3,62,132,6,15,0,1,0,0,12.77,22.0,10.33,24.19,10.2,3/27
2025,WG Jacks,8,84,120,6,32,0,0,0,0,8.57,20.0,14.0,38.1,14.0,2/14
2025,Washington Sundar,5,65,111,2,16,0,0,0,0,10.25,55.5,32.5,24.62,10.5,1/28
2025,XC Bartlett,4,60,96,2,28,0,0,0,0,9.6,48.0,30.0,46.67,10.0,1/26
2025,YS Chahal,13,270,430,16,73,0,2,2,0,9.56,26.88,16.88,27.04,45.0,4/28
2025,Yash Dayal,15,294,470,13,97,0,0,0,0,9.59,36.15,22.62,32.99,49.0,2/18
2025,Yash Thakur,2,39,79,1,11,0,0,0,0,12.15,79.0,39.0,28.21,6.3,1/39
2025,Yudhvir Singh,4,66,129,4,26,0,1,0,0,11.73,32.25,16.5,39.39,11.0,3/47
2025,Zeeshan Ansari,10,203,332,6,48,0,1,0,0,9.81,55.33,33.83,23.65,33.5,3/42
